t,tau,S_star,S_star_raw,K_minus_S_star,dS
0.1490625,0.8509375,81.59411177621043,81.625,18.405888223789574,0.125
0.14937500000000004,0.850625,81.59526580165586,81.625,18.404734198344144,0.125
0.14968749999999997,0.8503125,81.59643804785179,81.625,18.40356195214821,0.125
0.15000000000000002,0.85,81.5976289560768,81.625,18.402371043923196,0.125
0.15031249999999996,0.8496875,81.5988389826253,81.625,18.401161017374704,0.125
0.150625,0.849375,81.60006859950718,81.625,18.399931400492818,0.125
0.15093749999999995,0.8490625,81.6013182951845,81.625,18.398681704815502,0.125
0.15125,0.84875,81.60258857537669,81.625,18.397411424623314,0.125
0.15156249999999993,0.8484375000000001,81.6038799639,81.625,18.3961200361,0.125
0.15187499999999998,0.848125,81.60519300354414,81.625,18.394806996455856,0.125
0.15218750000000003,0.8478125,81.6065282570718,81.625,18.3934717429282,0.125
0.15249999999999997,0.8475,81.60788630822279,81.625,18.39211369177721,0.125
0.15281250000000002,0.8471875,81.60926776281603,81.625,18.39073223718397,0.125
0.15312499999999996,0.846875,81.61067324996026,81.625,18.389326750039743,0.125
0.1534375,0.8465625,81.61210342330219,81.625,18.387896576697813,0.125
0.15374999999999994,0.8462500000000001,81.61355896240987,81.625,18.38644103759013,0.125
0.1540625,0.8459375,81.6150405742683,81.625,18.384959425731694,0.125
0.15437499999999993,0.8456250000000001,81.61654899487665,81.625,18.383451005123348,0.125
0.15468749999999998,0.8453125,81.6180849909663,81.625,18.381915009033705,0.125
0.15500000000000003,0.845,81.6196493619571,81.625,18.3803506380429,0.125
0.15531249999999996,0.8446875,81.62124294193595,81.625,18.378757058064053,0.125
0.155625,0.844375,81.62286660198602,81.625,18.37713339801398,0.125
0.15593749999999995,0.8440625,81.62452125257954,81.625,18.37547874742046,0.125
0.15625,0.84375,81.62620784637556,81.625,18.373792153624436,0.125
0.15656249999999994,0.8434375000000001,81.62792738107352,81.625,18.37207261892648,0.125
0.156875,0.843125,81.62968090289039,81.625,18.370319097109615,0.125
0.15718750000000004,0.8428125,81.63146950995056,81.625,18.368530490049437,0.125
0.15749999999999997,0.8425,81.63329435672492,81.625,18.366705643275083,0.125
0.15781250000000002,0.8421875,81.63515665803473,81.625,18.36484334196527,0.125
0.15812499999999996,0.841875,81.63705769490656,81.625,18.36294230509344,0.125
0.1584375,0.8415625,81.63899881915002,81.625,18.361001180849982,0.125
0.15874999999999995,0.84125,81.640981461576,81.625,18.359018538423996,0.125
0.1590625,0.8409375,81.643007136702,81.625,18.356992863298004,0.125
0.15937499999999993,0.8406250000000001,81.64507745517324,81.625,18.354922544826763,0.125
0.15968749999999998,0.8403125,81.6471941272701,81.625,18.352805872729903,0.125
0.16000000000000003,0.84,81.64935898340337,81.625,18.350641016596626,0.125
0.16031249999999997,0.8396875,81.6515739727205,81.625,18.3484260272795,0.125
